Sales Qty,,,,,2024,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,MTD CY-1,MTD CY-1,MTD CY-1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,MTD-1,MTD-1,MTD-1,MTD-3,MTD-3,MTD-3,MTD-2,MTD-2,MTD-2,MTD-2,MTD,MTD,MTD,Open
HROCK WEST,BLACK CAT (PAULSENS) PTY LTD  ,BLACK CAT (PAULSENS) P/L (JA544),JF202010202    ,FLAT PLATE 200X200X10MM 2 X 20MM HOLES BLACK 250 PLATES PER PALLET,,,450,,,,600,,250,,,,,,,,,,,,,,,,,,,,,,,200,,400,,,,,,,,,250,,,,,,,,,,,,,200,,250,,,,,,,,,,,,,,
HROCK WEST,BLACK CAT (PAULSENS) PTY LTD  ,BLACK CAT (PAULSENS) P/L (JA544),JFBGRTLNCE60381,"Falcon Bolt Grout Lance 600mm , 38 A/F Claw ",,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,BLACK CAT (PAULSENS) PTY LTD  ,BLACK CAT (PAULSENS) P/L (JA544),JFBR32X602A38  ,"FALCON BOLT, R32X X 6M, SHELL A-38 HEX 2 X R3230X (SDA0051) ",,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,BLACK CAT (PAULSENS) PTY LTD  ,BLACK CAT (PAULSENS) P/L (JA544),JFBT3809046AF  ,Falcon Bolt Tensioning Dolly T38F x 45AF  900mm Long ,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,BLACK CAT (PAULSENS) PTY LTD  ,BLACK CAT (PAULSENS) P/L (JA544),JFBT385103846AF,FALCON BOLT DRILLING DOLLY T38F X 38&46AF X 510MM SDA0056 ,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,BLACK CAT (PAULSENS) PTY LTD  ,BLACK CAT (PAULSENS) P/L (JA544),JFL3315G       ,FRICTION LOK BOLT 33MMX1500MM - GAL 300 BOLTS PER PACK,,3000,1200,600,1500,900,1200,3000,600,2400,1800,600,,,,,1500,,,,600,900,,,600,,,1500,,900,,300,,900,,300,1200,,,1500,,,600,,,,,,,1800,,,,,,300,,900,600,,,,2400,,,,,,,,,
HROCK WEST,BLACK CAT (PAULSENS) PTY LTD  ,BLACK CAT (PAULSENS) P/L (JA544),JFL390910G     ,FRICTION LOK BOLT 39MMX900MM + 10MM RING - GAL 150 BOLTS PER PACK,,1050,1350,,1650,600,1800,1800,300,1950,1200,600,900,,,,,,,,,450,,450,750,,300,1050,,300,,600,,1200,,,750,,,,1050,,300,,,,,,,1200,,,,,,900,,450,,600,,1500,450,,,,,,600,300,,
HROCK WEST,BLACK CAT (PAULSENS) PTY LTD  ,BLACK CAT (PAULSENS) P/L (JA544),JFL4724G       ,FRICTION LOK BOLT 47MMX2400MM - GAL 150 BOLTS PER PACK,,5100,3450,2850,3750,5700,4050,9750,4650,3750,6300,4500,3150,,,,,,,,2850,3000,,,750,,1500,5100,,4200,,1050,,3000,,2400,2550,3000,,1800,,,2700,1950,,,,,,2850,4500,,,,,3450,,,,,,3450,300,,3450,,,,,2100,1050,
HROCK WEST,BLACK CAT (PAULSENS) PTY LTD  ,BLACK CAT (PAULSENS) P/L (JA544),JFL4730G       ,FRICTION LOK BOLT 47MMX3000MM - GAL 150 BOLTS PER PACK,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,BLACK CAT (PAULSENS) PTY LTD  ,BLACK CAT (PAULSENS) P/L (JA544),JOS6003G       ,AUSRO STRAP 6.0MX0.3M 10MM WIRE GAL OSH106H-6003G,,,,,20,20,20,,,,,,20,,,,,,,,,,,,20,,,,,20,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,
HROCK WEST,BLACK CAT (PAULSENS) PTY LTD  ,BLACK CAT (PAULSENS) P/L (JA544),JR15150450G    ,ROLL TOP PLATE 150X150X4MM 50MM HOLE GAL 980 PLATES PER PALLET,,980,1960,,1960,980,1960,2940,2940,1960,,,1960,,,,,,,,,980,,,980,,980,980,,,,1960,,,,980,980,,,980,,1960,,980,,,,,,,,,,,,1960,,,,,,1960,,,,,,,1960,,,
HROCK WEST,BLACK CAT (PAULSENS) PTY LTD  ,BLACK CAT (PAULSENS) P/L (JA544),JV20201055GI   ,Volcano plate 200x200x10mm w/55mm Hole Grt Indicator hol ,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,BLACK CAT (PAULSENS) PTY LTD  ,BLACK CAT (PAULSENS) P/L (JA544),PULL33G        ,PULL COLLAR TO SUIT 33MM DIA FRICTION LOK - GAL ,,200,250,,350,,,,,,,,,,,,,,,,,250,,,100,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,250,,,,,,,,,,,,,,,,
HROCK WEST,BLACK CAT (PAULSENS) PTY LTD  ,BLACK CAT (PAULSENS) P/L (JA544),PULL47G        ,PULL COLLAR TO SUIT 47MM DIA FRICTION LOK - GAL ,,450,250,,500,,175,,,,,175,175,,,,,,,,,250,,,250,,,,,,,,,175,,,,,450,,,,,,,,,,,,175,,,,,250,,,,,,,,,,,,,,75,100,
HROCK WEST,BLACK CAT (PAULSENS) PTY LTD  ,BLACK CAT (PAULSENS) P/L (JA544),TD80GROUT      ,Top Down 80MPA Cable Grout 20kg Bag 56 BAGS X 20KG PER PALLET,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,BYRNECUT AUSTRALIA PTY LTD    ,BYRNECUT AUSTRALIA P/L (JA291),BU100GROUT     ,Bottom Up 100MPA Cable Grout 20kg Bag 56 BAGS X 20KG PER PALLET,224,224,332,448,168,616,448,224,448,560,1344,896,560,,,224,,,,112,336,,,168,,,392,,224,,,,,,448,,112,112,,,,336,,,112,,224,,,,,,,,,224,,108,,,896,560,,,280,280,784,,,560,,2240
HROCK WEST,BYRNECUT AUSTRALIA PTY LTD    ,BYRNECUT AUSTRALIA P/L (JA291),BW152MM        ,BARREL & WEDGE TO SUIT 15.2MM CABLE CA0147,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,BYRNECUT AUSTRALIA PTY LTD    ,BYRNECUT AUSTRALIA P/L (JA291),CCP45241010056G,MESH MINE 4.5MX2.4M 100X100 AP IMG5H-44-4524_JEN,,,200,100,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,
HROCK WEST,BYRNECUT AUSTRALIA PTY LTD    ,BYRNECUT AUSTRALIA P/L (JA291),EB2406B        ,EYE BOLT 24MM X 600MM ,,,,20,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,BYRNECUT AUSTRALIA PTY LTD    ,BYRNECUT AUSTRALIA P/L (JA291),ES2443RHT      ,EXPANSION SHELL M24 RIGHT HAND THREAD - 43MM 20 UNITS PER PACK,,,,20,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,BYRNECUT AUSTRALIA PTY LTD    ,BYRNECUT AUSTRALIA P/L (JA291),JCB1506TS1BM   ,"CABLE BOLT TWIN 15.2MM X 6.0M, 1 BULB/M 300MM TAIL 50 UNITS PER PALLET",,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,BYRNECUT AUSTRALIA PTY LTD    ,BYRNECUT AUSTRALIA P/L (JA291),JCB1506TS5BRGR ,C/BOLT 15.2mm*6 bulb twin ,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,BYRNECUT AUSTRALIA PTY LTD    ,BYRNECUT AUSTRALIA P/L (JA291),JCP28390150450G,COMBI PLATE 280X300 + R150X4MM ROLL TOP 50MM H GAL 250 PLATES PER PALLET,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,BYRNECUT AUSTRALIA PTY LTD    ,BYRNECUT AUSTRALIA P/L (JA291),JF202010202    ,FLAT PLATE 200X200X10MM 2 X 20MM HOLES BLACK 250 PLATES PER PALLET,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,BYRNECUT AUSTRALIA PTY LTD    ,BYRNECUT AUSTRALIA P/L (JA291),JK20200550H2LG ,KANGA PLATE 200X200X5MM 50MM HOLE 2 HANGERS LOOP G 500 PLATES PER PALLET,,1000,1000,1000,,,,,,,,,,,,,,500,,,500,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,500,,500,,,,,,,,,,,,,,,
HROCK WEST,BYRNECUT AUSTRALIA PTY LTD    ,BYRNECUT AUSTRALIA P/L (JA291),JML4724G       ,MECH LOK BOLT 47MM X 2400MM - GAL 120 UNITS PER PACK,,960,720,1320,,,,,,,,,,,,,,840,,480,,,,,,,,,,,,,,,,,,,960,,,,,,,,,,,,,,,,360,,360,,,,,,,,,,,,,,,
HROCK WEST,BYRNECUT AUSTRALIA PTY LTD    ,BYRNECUT AUSTRALIA P/L (JA291),PULL47G        ,PULL COLLAR TO SUIT 47MM DIA FRICTION LOK - GAL ,,,,100,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,BYRNECUT AUSTRALIA PTY LTD    ,BYRNECUT AUSTRALIA P/L (JA291),TBD2530SH1080  ,Thread Bar D25*3000mm - Grade 1080/1230 ,,,,100,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,BYRNECUT AUSTRALIA PTY LTD    ,BYRNECUT AUSTRALIA P/L (JA291),TBD25COUP1080  ,Coupler to Suit D25 1080 Bar ,,,,100,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,CPC ENGINEERING               ,CPC ENGINEERING P/L (JA499),JBS2412BPR     ,JBS M24X1.2M DOME BALL RED PIN NUT BLACK ,,50,,,,,,,,,50,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,25,,,,,,
HROCK WEST,CPC ENGINEERING               ,CPC ENGINEERING P/L (JA499),JLS50025MC     ,"J-LOK SINGLE 500X25MM MED + CARDBOARD SLEEVE RESIN - 25 CAPSULES/BOX, 1,400/PALLET (56 BOXES)",1000,,,175,,,,150,,600,300,,50,1000,,,,,,175,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,300,,,,,,,,,,,,,600,,,,,,,50,,
HROCK WEST,CPC ENGINEERING               ,CPC ENGINEERING P/L (JA499),JTB2024SH      ,J-TECH BOLT 20MMX2.4M SHEARED 100 UNITS PER PACK,850,,,,,,,,,,,,,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,CPC ENGINEERING               ,CPC ENGINEERING P/L (JA499),JTB2024SHG     ,J-TECH BOLT 20MMX2.4M SHEARED - GAL 50 UNITS PER PACK,100,,,175,,,50,50,,500,250,,50,100,,,,,,175,,,,,,,,,,,,,,50,,,50,,,,,,,,,,,,,250,,,,,,,,,,,,,500,,,,,,,50,,
HROCK WEST,CPC ENGINEERING               ,CPC ENGINEERING P/L (JA499),JV15150636HG   ,VOLCANO PLATE 150X150X6MM 36MM HOLE HANGER GAL 980 PLATES PER PALLET,,360,,,,,,,,,,,,,,,,,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,CPC ENGINEERING               ,CPC ENGINEERING P/L (JA499),M20COUPLERG    ,J-TECH COUPLER 20MM - GALVANISED 50 UNITS PER PACK,200,,,,,100,,,,100,200,,,200,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,100,,,100,,,,,,
HROCK WEST,CPC ENGINEERING               ,CPC ENGINEERING P/L (JA499),M20NUTDOMEDG   ,J-TECH NUT M20 DOMED - GALVANISED 50 UNITS PER PACK,900,400,,450,,,,100,,1000,300,,100,600,,300,,,,450,,,,,,,,400,,,,,,,,,100,,,,,,,,,,,,,300,,,,,,,,,,,,,1000,,,,,,,100,,
HROCK WEST,GOLDFIELDS AUSTRALIA          ,AGNEW GOLD MINING CO. P/L (JA312),BW152MM        ,BARREL & WEDGE TO SUIT 15.2MM CABLE CA0147,,240,240,,240,,240,,240,240,600,240,180,,,,240,,,,,,240,,,,,,,,,,,,240,,,,,,,,240,,,,,,,360,,,,,240,,,,,240,,,,240,240,,,,,,180,
HROCK WEST,GOLDFIELDS AUSTRALIA          ,AGNEW GOLD MINING CO. P/L (JA312),CCP3024505004G ,DNU- SEE    SMF30240505004G MESH MINE 3.0MX2.4M 50X50 APT 4.0MM WIRE - GAL,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,GOLDFIELDS AUSTRALIA          ,AGNEW GOLD MINING CO. P/L (JA312),CCP45241010056G,MESH MINE 4.5MX2.4M 100X100 AP IMG5H-44-4524_JEN,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,
HROCK WEST,GOLDFIELDS AUSTRALIA          ,AGNEW GOLD MINING CO. P/L (JA312),EB1606B        ,EYE BOLT 16MM X 600MM HR0074,,50,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,GOLDFIELDS AUSTRALIA          ,AGNEW GOLD MINING CO. P/L (JA312),EB16CS         ,CONE & SHELL 16MM 50 UNITS PER PACK,,,,50,,,,,,50,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,
HROCK WEST,GOLDFIELDS AUSTRALIA          ,AGNEW GOLD MINING CO. P/L (JA312),ES2443RHT      ,EXPANSION SHELL M24 RIGHT HAND THREAD - 43MM 20 UNITS PER PACK,,,,,,100,,,,,80,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,GOLDFIELDS AUSTRALIA          ,AGNEW GOLD MINING CO. P/L (JA312),JCB15063TS1BM  ,"CABLE BOLT TWIN 15.2MM X 6.3M, 1 BULB/M 300MM TAIL 50 UNITS PER PALLET",,350,,,,,,100,200,50,250,,150,,,,200,,,,,,,,,,,,,,,,,,,,,100,,,,,,100,100,50,,,150,100,,150,,,,,,,,,,,,,,,,,,,150,
HROCK WEST,GOLDFIELDS AUSTRALIA          ,AGNEW GOLD MINING CO. P/L (JA312),JCP28390150450G,COMBI PLATE 280X300 + R150X4MM ROLL TOP 50MM H GAL 250 PLATES PER PALLET,,,3000,2500,4500,,,,6000,4250,6000,3750,3750,,,,,,,2500,,,,4500,,,,,,,,,,,,,,,,,,3500,2500,,,,,,,2500,3750,,,,,,,3000,,,,,4250,,,3500,,,3750,,,
HROCK WEST,GOLDFIELDS AUSTRALIA          ,AGNEW GOLD MINING CO. P/L (JA312),JF303010202    ,FLAT PLATE 300X300X10MM 2 X 20MM HOLES BLACK 100 PLATES PER PALLET,,,400,,,,,,,,400,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,400,,,,,400,,,,,,,,,,,300,,,,,
HROCK WEST,GOLDFIELDS AUSTRALIA          ,AGNEW GOLD MINING CO. P/L (JA312),JFL390910G     ,FRICTION LOK BOLT 39MMX900MM + 10MM RING - GAL 150 BOLTS PER PACK,,,1500,,,1500,,,2100,,1500,,,,,,,,,,,,,,,,,,,,1500,,,,,,,,,,,,2100,,,,,,,1500,,,,,,,,1500,,,,,,,,,,,,,,
HROCK WEST,GOLDFIELDS AUSTRALIA          ,AGNEW GOLD MINING CO. P/L (JA312),JFL4709G       ,FRICTION LOK BOLT 47MMX900MM - GAL 150 BOLTS PER PACK,,,,,1500,750,,,900,900,900,900,900,,,,,,,,,,,1500,,,,,,,750,,,,,,,,,,,,,900,,,,,900,,,,,,,,,,,900,,,,900,,,,,900,,,
HROCK WEST,GOLDFIELDS AUSTRALIA          ,AGNEW GOLD MINING CO. P/L (JA312),JFL4724G       ,FRICTION LOK BOLT 47MMX2400MM - GAL 150 BOLTS PER PACK,,,2850,,3900,3150,,900,5400,2700,5850,2400,3600,,,,,,,,,2550,,,1350,,,,1950,,1200,,,,,,,,,900,,,4350,,1050,1500,,,,2100,,,,,1350,,,1500,2400,,,,,1200,1200,2550,,,1650,,1950,
HROCK WEST,GOLDFIELDS AUSTRALIA          ,AGNEW GOLD MINING CO. P/L (JA312),JR15150450G    ,ROLL TOP PLATE 150X150X4MM 50MM HOLE GAL 980 PLATES PER PALLET,,,,,,1960,,1960,1960,,5880,2940,980,,,,,,,,,,,,,,,,,,1960,,,,,,,1960,,,,,,,1960,,,,2940,,,,,,,,,,2940,,,,,,,2940,,,,,980,
HROCK WEST,GOLDFIELDS AUSTRALIA          ,AGNEW GOLD MINING CO. P/L (JA312),JTW152IHS      ,TENSIONER WEDGES 15.2MM X 10T ,,4,,,2,,,,,,,,,,,,2,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,GOLDFIELDS AUSTRALIA          ,AGNEW GOLD MINING CO. P/L (JA312),M20NUTDOMEDG   ,J-TECH NUT M20 DOMED - GALVANISED 50 UNITS PER PACK,300,250,100,150,100,250,,,100,150,,250,,150,,150,100,,,150,,,100,,,,150,,,,100,,,,,,,,,,,,,,100,150,150,,,,100,,,,,,,100,150,,,,,,,,,,,,,
HROCK WEST,GOLDFIELDS AUSTRALIA          ,AGNEW GOLD MINING CO. P/L (JA312),PULL47G        ,PULL COLLAR TO SUIT 47MM DIA FRICTION LOK - GAL ,,,,250,,,250,250,,250,450,250,,,,,,,250,,,,,,,,,,,,,250,,,,,,250,,,,,,,,,,,,200,250,,,,,,,,,,,250,,,250,,,,,,,
HROCK WEST,GOLDFIELDS AUSTRALIA          ,AGNEW GOLD MINING CO. P/L (JA312),SMF45171010056G,MESH MINE 4.5MX1.7M 100X100 APT 5.6MM WIRE - GAL IMG5H-44-4517_JEN,,,,550,700,1150,,,,,,,,,,,,550,,,,,650,50,,,450,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,GOLDFIELDS AUSTRALIA          ,AGNEW GOLD MINING CO. P/L (JA312),TUBE16GR       ,GROUT TUBE 16MM DIA X 300M LONG PN16 RED ,3,3,4,,3,,4,6,,3,6,3,6,,3,,3,,,,,,,3,,,,,,,,,,,4,,,,,6,,,,,,,,,6,,,,,,4,,,,,3,,3,,,,,,,,,6,
HROCK WEST,GOLDFIELDS AUSTRALIA          ,GRUYERE MANAGEMENT P/L - DO NOT USE (JA360),CCP3024505004G ,DNU- SEE    SMF30240505004G MESH MINE 3.0MX2.4M 50X50 APT 4.0MM WIRE - GAL,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,GOLDFIELDS AUSTRALIA          ,GSM MINING CO P/L (JA310),BW152MM        ,BARREL & WEDGE TO SUIT 15.2MM CABLE CA0147,,1440,1200,,960,960,960,1920,1200,1200,960,1360,1040,,,,,,,,,,960,,,,,,960,,,,960,,,,1920,,,,,,1200,,,,1440,,960,,240,,,,,,,1200,,,1120,,1200,,,,,,,1040,,
HROCK WEST,GOLDFIELDS AUSTRALIA          ,GSM MINING CO P/L (JA310),CCP3024505004G ,DNU- SEE    SMF30240505004G MESH MINE 3.0MX2.4M 50X50 APT 4.0MM WIRE - GAL,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,GOLDFIELDS AUSTRALIA          ,GSM MINING CO P/L (JA310),CCP45241010056G,MESH MINE 4.5MX2.4M 100X100 AP IMG5H-44-4524_JEN,550,,,,,,,,,,,550,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550,,,,,,,,550,,,,,,,,500,50,,
HROCK WEST,GOLDFIELDS AUSTRALIA          ,GSM MINING CO P/L (JA310),CCP50241010056G,Mine Mesh 5000mm long IMG5H-44-5024,2000,1600,1600,800,400,800,400,800,1600,1600,800,800,400,,800,800,,,400,,,400,,,,400,400,400,,,400,400,,,,400,,,800,400,,,400,800,400,,,400,,,,400,400,,400,400,400,400,,,800,400,400,400,,,,800,400,,,800
HROCK WEST,GOLDFIELDS AUSTRALIA          ,GSM MINING CO P/L (JA310),CS152750PL     ,15.2mm x 750 M cable reel Plain Continuous ,12,24,14,6,31,15,7,10,8,9,9,10,6,,,12,,,6,,,9,10,,,12,,14,13,,2,,,,7,,2,,,4,4,,,8,,,10,,,,3,,,,8,4,2,,,,7,3,6,,,7,2,,6,,,
HROCK WEST,GOLDFIELDS AUSTRALIA          ,GSM MINING CO P/L (JA310),EB2409B        ,EYE BOLT 24MM X 900MM ,50,100,,,,100,,50,,50,,,50,,,,,,,,,,,,,,,50,100,,,,,,,,,50,,,,,,,,,50,,,,,,,50,,,,,,,,50,,,,,,,50,,,
HROCK WEST,GOLDFIELDS AUSTRALIA          ,GSM MINING CO P/L (JA310),ES2443RHT      ,EXPANSION SHELL M24 RIGHT HAND THREAD - 43MM 20 UNITS PER PACK,,,,,260,,,,240,,,,,,,,,,,,,260,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,GOLDFIELDS AUSTRALIA          ,GSM MINING CO P/L (JA310),HP353525       ,STEEL HANGER PLATE 350MMX350MMX25MM - 10 TONNE SWL ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
HROCK WEST,GOLDFIELDS AUSTRALIA          ,GSM MINING CO P/L (JA310),JCP2839K41HG   ,COMBI PLATE 280X300 +K150X5MM TOP PLATE 41MM H GAL 250 PLATES PER PALLET,11750,5500,2000,,,500,6250,7500,6250,3250,6500,2000,4000,4250,7500,,,,,,,,,,,,,,,,500,,5000,,1250,1250,1750,250,1500,3000,1250,,1750,4500,,,4000,,2000,,,,,,2000,,,,2000,,,,3250,,,2500,2000,,2000,,2000,
HROCK WEST,GOLDFIELDS AUSTRALIA          ,GSM MINING CO P/L (JA310),JF303010202    ,FLAT PLATE 300X300X10MM 2 X 20MM HOLES BLACK 100 PLATES PER PALLET,400,500,500,,1000,,700,500,,500,400,400,,,100,,,,,,,300,700,,,,,200,,,,,700,,,,,500,300,,,,,,,,,,,,100,,,300,,,,500,300,,,,500,,,400,,,,,,
HROCK WEST,GOLDFIELDS AUSTRALIA          ,GSM MINING CO P/L (JA310),JFL390910G     ,FRICTION LOK BOLT 39MMX900MM + 10MM RING - GAL 150 BOLTS PER PACK,1200,,600,,,,,600,,1200,,300,,,600,600,,,,,,,,,,,,,,,,,,,,600,,,,,,,,,,,,,,,300,,,,,600,,,,,,600,600,,,,,,,,,
HROCK WEST,GOLDFIELDS AUSTRALIA          ,GSM MINING CO P/L (JA310),JFL4709G       ,FRICTION LOK BOLT 47MMX900MM - GAL 150 BOLTS PER PACK,4200,1950,1950,1950,2100,2100,2100,4200,,4200,2100,,2100,1950,,2250,,1950,,,,,,2100,,,,1800,,,2100,,,2100,,,2100,2100,,,,,,,,2100,150,,,2100,,,,,1800,,150,,,,,2100,,,,,,,2100,,,8400
HROCK WEST,GOLDFIELDS AUSTRALIA          ,GSM MINING CO P/L (JA310),JFL4724G       ,FRICTION LOK BOLT 47MMX2400MM - GAL 150 BOLTS PER PACK,8700,5700,5700,5700,8700,6600,6600,13200,,13200,6600,,6600,2700,,6000,,5700,,,,3300,3300,,2100,,,2550,,,6600,,,6600,,3300,3300,6600,,,,,,,,6600,3150,,,6600,,,,,2550,,3150,,,,,3300,3300,,,,,,6600,,,23100
HROCK WEST,GOLDFIELDS AUSTRALIA          ,GSM MINING CO P/L (JA310),JK20200542H2LG ,KANGA PLATE 200X200X5MM 42MM HOLE 2 HANGERS GAL 500 PLATES PER PALLET,7500,7000,9500,,,,,,,,5500,1000,,,4500,3000,,,,,,,,,,,,4000,,,,,,,,,,,,,,,,,,,3000,,,,1000,,,,2000,3500,4000,,,,,,,,,,5500,,,,,
HROCK WEST,GOLDFIELDS AUSTRALIA          ,GSM MINING CO P/L (JA310),JLLH240030SFSP ,"J-LOK LIF DUAL TWIN  1200X30MM S-FAST/SLOW P/CHUTE RESIN - 7 CAPSULES/BOX, 294/PALLET (42 BOXES)",8820,8820,12348,8526,6174,6174,8820,6762,8820,5292,9114,9114,5292,,4410,4410,,2940,2352,,3234,,3528,,,2646,,2940,3528,,2646,,3528,1176,4116,2352,588,294,2646,1764,1764,,4116,1764,2940,,3234,,2352,588,3528,,,,4704,2646,2352,2646,2352,1764,1470,1470,,3822,3234,1764,1176,,,3528,1764,
HROCK WEST,GOLDFIELDS AUSTRALIA          ,GSM MINING CO P/L (JA310),JLLH300030SFSP ,"LIF TWIN 3000X30MM S-FAST/SLOW SET W/PARACHUTE RESIN - 5 CAPSULES/BOX, 210/PALLET (42 BOXES)",,,,,,,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,GOLDFIELDS AUSTRALIA          ,GSM MINING CO P/L (JA310),JLS50025MC     ,"J-LOK SINGLE 500X25MM MED + CARDBOARD SLEEVE RESIN - 25 CAPSULES/BOX, 1,400/PALLET (56 BOXES)",525,350,1175,,,925,,,600,,325,250,,200,200,,,,,,,,,,,,,200,325,,600,,,,,,,,,,,,,600,,,150,,,,250,,,125,,575,600,,,,,,,,,,325,,,,,
